generation;mean_p;mean_t;meanfrs;meanmrs;varp;vart;covpt;varfrs;varmrs;surviving_males;surviving_females;N;
26050;0.0037512;-0.109935;9.90008;9.91593;0.0107671;0.00603798;-3.00473e-06;0.989217;100.994;2470;2477;5000;
26060;0.00625147;-0.105958;10;9.90154;0.0107444;0.00657722;3.50886e-05;0;100.62;2454;2514;5000;
26070;0.00770072;-0.107452;10;9.95287;0.0103146;0.00643864;0.000229614;0;103.297;2438;2534;5000;
26080;0.00792679;-0.10819;10;9.95618;0.0102814;0.00633604;0.000160006;0;106.492;2464;2499;5000;
26090;0.00236802;-0.110876;9.88867;10.008;0.010552;0.00684942;0.000208713;1.10093;100.523;2474;2487;5000;
26100;-0.00596847;-0.103915;9.82393;9.76809;0.0106211;0.00728228;0.000223442;1.7297;98.5468;2511;2455;5000;
26110;-0.00530962;-0.105965;10;9.68774;0.0107543;0.0067553;1.56375e-05;0;105.107;2449;2513;5000;
26120;-0.0100342;-0.103777;9.92117;10.2152;0.010521;0.00725127;4.68718e-05;0.782118;103.202;2464;2517;5000;
26130;-0.00812451;-0.106591;9.71575;9.88245;0.00984967;0.00773908;-2.54137e-05;2.76168;96.0137;2488;2461;5000;
26140;-0.000299852;-0.11133;9.94059;10.1414;0.0106324;0.00778849;0.00013666;0.59053;98.2022;2447;2510;5000;
26150;0.00585304;-0.110241;10;9.76369;0.00992704;0.00705869;-1.31089e-05;0;99.0383;2486;2479;5000;
26160;0.000304386;-0.11302;9.9438;9.87246;0.00924262;0.00712427;0.000152105;0.558865;94.1248;2494;2477;5000;
26170;0.00139896;-0.105905;10;10.1243;0.00871727;0.00740233;7.77053e-05;0;105.039;2441;2524;5000;
26180;-0.00386255;-0.105161;9.90381;9.86427;0.00878422;0.00756605;0.000260559;0.952671;101.379;2503;2471;5000;
26190;-0.0051464;-0.107586;9.94849;10.1414;0.00900765;0.00740598;1.79256e-05;0.512403;95.0931;2458;2511;5000;
26200;-0.0109547;-0.1119;9.9681;10.0321;0.00892468;0.00801698;0.000221855;0.317962;98.5543;2472;2500;5000;
26210;-0.00263813;-0.104811;10;9.99202;0.00872084;0.0083975;-6.80613e-05;0;108.46;2464;2504;5000;
26220;-0.00786795;-0.103853;10;9.88556;0.00864106;0.00837058;0.000196863;0;98.6057;2463;2505;5000;
26230;-0.00692919;-0.107184;9.84293;9.67422;0.00833948;0.00760665;-0.000115633;1.54601;101.841;2530;2444;5000;
26240;-0.0126596;-0.113687;9.76057;9.73937;0.00817925;0.00805156;-0.000160663;2.33693;98.0476;2512;2446;5000;
26250;-0.0106332;-0.113169;10;10.2342;0.00896194;0.00816213;-0.000322532;0;100.874;2435;2535;5000;
26260;-0.0089609;-0.113091;9.72003;9.90666;0.00905568;0.00864531;-6.2892e-05;2.7213;98.2462;2501;2465;5000;
26270;-0.00640828;-0.109358;9.87762;10.1419;0.0086823;0.00883648;2.81851e-05;1.20887;101.115;2463;2502;5000;
26280;0.000893346;-0.107675;10;9.88506;0.00981762;0.00824243;0.000105154;0;100.066;2460;2494;5000;
26290;-0.000246455;-0.112168;9.79068;10.0324;0.0094829;0.00852203;0.000179437;2.04939;104.375;2470;2479;5000;
26300;-0.0014663;-0.104715;9.99209;10.2184;0.00894722;0.00893151;-0.000154964;0.0790513;104.645;2438;2526;5000;
26310;0.00839601;-0.111615;10;10.1358;0.00982621;0.0085132;9.58037e-05;0;104.416;2420;2537;5000;
26320;0.00501317;-0.107335;10;10.3306;0.00961026;0.00821064;7.08202e-05;0;107.794;2404;2562;5000;
26330;0.021607;-0.107581;10;10.2904;0.00905239;0.00807494;-0.000375342;0;108.185;2425;2551;5000;
26340;0.0223269;-0.114196;9.87937;9.77716;0.00819859;0.00779269;0.00010905;1.19172;103.174;2508;2457;5000;
26350;0.0232432;-0.108227;10;10.1166;0.00810206;0.00803403;-4.33719e-05;0;104.731;2446;2516;5000;
26360;0.0187539;-0.107453;10;9.90506;0.00768255;0.00772772;-9.31981e-05;0;98.8043;2463;2504;5000;
26370;0.01612;-0.112104;9.86577;10.0973;0.00761025;0.00776341;-7.31021e-05;1.32426;103.112;2477;2499;5000;
26380;0.023791;-0.124655;10;10.2155;0.00700381;0.00791748;-3.81375e-05;0;108.174;2400;2560;5000;
26390;0.0274647;-0.126363;10;10.2895;0.00669122;0.00799533;9.25617e-05;0;105.747;2402;2559;5000;
26400;0.0268504;-0.131624;9.66798;9.72065;0.00630438;0.00815849;0.000122033;3.20992;97.7762;2515;2446;5000;
26410;0.0245923;-0.126765;10;9.5934;0.00699817;0.00861761;-2.91042e-05;0;105.934;2464;2501;5000;
26420;0.0291127;-0.127784;9.868;9.868;0.0074542;0.00907651;-0.000122779;1.30258;100.103;2489;2467;5000;
26430;0.0359682;-0.117855;10;9.92925;0.00746806;0.00830222;-0.000287208;0;103.769;2440;2526;5000;
26440;0.0336807;-0.118156;9.44009;9.46034;0.00764312;0.00795696;-0.000254035;5.28557;94.6393;2555;2411;5000;
26450;0.0358179;-0.109936;10;10.0238;0.00783591;0.00775017;-5.86665e-05;0;107.68;2425;2532;5000;
26460;0.0336865;-0.112878;9.93959;9.80532;0.0083688;0.00810337;-0.000154502;0.600458;99.6443;2503;2468;5000;
26470;0.0246928;-0.117526;10;9.7098;0.00861358;0.00827465;4.2672e-05;0;100.308;2476;2476;5000;
26480;0.0282025;-0.109975;10;9.68859;0.0085593;0.00770222;-0.000130843;0;103.601;2473;2489;5000;
26490;0.0259974;-0.109209;9.95221;10.0402;0.00888766;0.00787602;-0.000219202;0.475613;102.369;2458;2499;5000;
26500;0.0281587;-0.102228;10;9.33668;0.00934117;0.00748701;-9.88006e-05;0;95.8192;2552;2421;5000;
26510;0.0301981;-0.0954453;9.95591;9.91617;0.00901344;0.00720822;-0.00011584;0.438938;99.2744;2483;2484;5000;
26520;0.0289807;-0.0993911;9.90536;10.1948;0.00818182;0.00742608;0.000157644;0.937416;104.264;2455;2512;5000;
26530;0.0323258;-0.0969626;9.93192;9.90811;0.00791023;0.00732595;-0.000164527;0.676182;100.311;2498;2480;5000;
26540;0.0349604;-0.0890805;10;9.94444;0.00852212;0.00731697;-8.60156e-05;0;102.854;2466;2506;5000;
26550;0.0349433;-0.0959213;10;10.4343;0.00877609;0.0086959;-7.29908e-05;0;106.346;2394;2571;5000;
26560;0.032571;-0.0914858;10;9.73828;0.00782948;0.0083959;3.52283e-05;0;101.689;2468;2493;5000;
26570;0.0260346;-0.0914383;9.53143;9.6761;0.00797922;0.00795184;-0.000154901;4.46611;97.9271;2529;2441;5000;
26580;0.0171703;-0.0895365;9.79552;10.0407;0.00750697;0.00714132;1.57098e-05;2.00302;96.6202;2473;2491;5000;
26590;0.0189636;-0.0895566;10;9.42636;0.00752457;0.0064702;-0.000153784;0;93.7795;2543;2432;5000;
26600;0.0198854;-0.0854063;9.75718;9.41874;0.00693248;0.00702425;-0.000113447;2.36921;93.81;2560;2411;5000;
26610;0.0158484;-0.0859267;9.6755;9.60776;0.00661379;0.0066654;-0.000135796;3.13966;89.6561;2538;2445;5000;
26620;0.024371;-0.0923204;10;10.0475;0.00701646;0.00655139;-7.69598e-05;0;108.433;2441;2537;5000;
26630;0.0243975;-0.0945775;9.61295;9.62723;0.00643059;0.00660034;-3.69627e-05;3.72065;99.861;2531;2434;5000;
26640;0.0226316;-0.0936022;9.84171;9.97574;0.0065296;0.00661508;-1.28631e-05;1.55785;100.444;2491;2487;5000;
26650;0.0240065;-0.0952369;9.79268;9.42126;0.00661555;0.00700814;-3.91232e-05;2.03019;98.7595;2562;2409;5000;
26660;0.0170784;-0.0976847;10;9.92911;0.00703295;0.0068117;-0.000195823;0;96.726;2461;2521;5000;
26670;0.0137592;-0.0960509;9.90423;9.95188;0.00714032;0.00639134;-2.18729e-05;0.94853;98.2335;2487;2482;5000;
26680;0.00703408;-0.102599;9.85843;10.2035;0.00727138;0.00628119;7.84985e-05;1.39561;101.383;2457;2507;5000;
26690;0.0095657;-0.107218;10;9.83465;0.00735524;0.00662178;0.000186337;0;97.6105;2470;2498;5000;
26700;0.00478293;-0.104475;9.98797;9.93219;0.00739393;0.00581311;0.000168984;0.120192;107.016;2477;2490;5000;
26710;0.00186061;-0.110125;10;10.2209;0.00779067;0.00600888;2.18177e-05;0;108.827;2419;2545;5000;
26720;0.00776218;-0.118408;10;10.0635;0.0082117;0.0062062;-8.18994e-05;0;104.126;2436;2534;5000;
26730;0.00880097;-0.116356;10;10.0558;0.00759159;0.00603437;0.000180437;0;104.265;2454;2521;5000;
26740;0.00445826;-0.11155;10;9.914;0.00824881;0.00636157;4.34244e-05;0;103.042;2430;2536;5000;
26750;0.0143811;-0.104545;10;10.264;0.00812539;0.00613813;0.000173513;0;105.93;2390;2566;5000;
26760;0.0161747;-0.10493;10;9.97209;0.007646;0.00659287;-0.000184985;0;105.223;2466;2501;5000;
26770;0.0246761;-0.110485;9.87397;10.1829;0.00823;0.00644142;0.000278597;1.24445;98.2599;2462;2507;5000;
26780;0.0153134;-0.109733;10;9.91252;0.00739916;0.00644451;-0.000256409;0;97.7259;2475;2493;5000;
26790;0.0132866;-0.110621;9.88497;10.0524;0.00719875;0.00666208;-9.9228e-05;1.1371;96.4474;2477;2492;5000;
26800;0.0136687;-0.118127;9.6169;9.66775;0.00707917;0.00714104;-3.94983e-05;3.6842;90.1651;2525;2435;5000;
26810;0.0173999;-0.109131;9.7884;10.0735;0.00674075;0.00710649;-8.11574e-05;2.07121;95.0926;2477;2498;5000;
26820;0.0197346;-0.112433;9.96014;10.0321;0.00621983;0.00690034;-0.000119255;0.396977;102.046;2466;2499;5000;
26830;0.0129369;-0.111776;10;9.78939;0.00646338;0.00762358;3.81363e-05;0;102.92;2449;2510;5000;
26840;0.0154648;-0.112766;9.72146;9.9592;0.00652221;0.00796408;0.000171277;2.70782;102.65;2478;2478;5000;
26850;0.0146654;-0.113286;10;10.1523;0.00650545;0.00793506;0.000233515;0;106.51;2439;2533;5000;
26860;0.0132045;-0.119724;9.75542;9.9432;0.0070886;0.00748033;-0.000135562;2.38594;102.877;2493;2473;5000;
26870;0.00937121;-0.127568;9.9442;10.0161;0.00722921;0.00832766;0.000236495;0.554878;99.799;2456;2495;5000;
26880;0.016786;-0.13113;9.76688;9.6258;0.00702587;0.00833846;-0.000188591;2.27685;96.0383;2526;2430;5000;
26890;0.0152834;-0.12535;9.88184;10.195;0.00651261;0.00837008;2.11035e-05;1.16761;103.497;2445;2509;5000;
26900;0.0164058;-0.124933;9.77638;10.0245;0.00674789;0.00855846;0.000118751;2.18617;103.304;2477;2492;5000;
26910;0.0126992;-0.128324;10;9.79134;0.00695596;0.00886393;-0.000122711;0;96.0588;2479;2487;5000;
26920;0.0160615;-0.128961;10;9.59295;0.00700962;0.00850585;-6.43069e-05;0;102.065;2501;2451;5000;
26930;0.0187941;-0.134232;9.93641;10.0644;0.00659892;0.00871832;-0.00014727;0.631886;102.17;2455;2500;5000;
26940;0.0134806;-0.133845;9.78353;10.3605;0.00684261;0.00859058;-8.28711e-05;2.11781;104.512;2437;2531;5000;
26950;0.0065826;-0.137802;9.72298;10.0903;0.00755376;0.00880532;-0.000178737;2.69345;105.531;2468;2492;5000;
26960;0.00639144;-0.135761;10;10.2178;0.00728855;0.00850912;0.00010786;0;105.318;2430;2533;5000;
26970;0.00711168;-0.134689;10;10.3867;0.00720959;0.00878779;-0.000232116;0;108.723;2412;2552;5000;
26980;0.00601425;-0.141461;9.78031;10.1428;0.00765662;0.00860262;7.15499e-05;2.14867;102.917;2463;2493;5000;
26990;0.00822009;-0.143835;9.8754;9.78105;0.00763711;0.00958294;-9.97604e-05;1.23046;96.3294;2489;2457;5000;
27000;0.00070139;-0.14544;10;9.94821;0.00846442;0.00823984;-1.08725e-06;0;96.7702;2469;2497;5000;
27010;0.0102013;-0.133413;9.9246;10.0847;0.00748728;0.00862292;7.92668e-05;0.748284;104.388;2447;2501;5000;
27020;0.0137247;-0.124435;9.98409;10.0965;0.00741392;0.00858275;-0.00012263;0.158856;106.749;2439;2510;5000;
27030;0.00988805;-0.118172;9.8581;10.1137;0.00746624;0.00822429;0.000272558;1.39886;102.626;2474;2501;5000;
27040;0.013398;-0.121274;9.51779;9.38462;0.00771096;0.00817346;0.000150876;4.5896;97.759;2550;2408;5000;
27050;0.00984274;-0.120238;9.80282;9.63419;0.00812453;0.00769361;-6.69582e-05;1.93295;94.9755;2529;2436;5000;
27060;0.0121405;-0.125361;10;10.2879;0.00840544;0.00767955;-0.00022287;0;101.012;2432;2537;5000;
27070;0.0187762;-0.129485;9.95525;9.62628;0.00851476;0.00781803;2.57651e-05;0.445516;94.7856;2503;2447;5000;
27080;0.0218854;-0.133761;9.98386;9.80967;0.00856435;0.00781121;-0.000257993;0.16116;97.9812;2489;2474;5000;
27090;0.0288729;-0.135791;10;9.41222;0.00882951;0.00730627;-0.000259733;0;96.7156;2524;2434;5000;
27100;0.0271502;-0.131352;9.73438;10.0574;0.00942014;0.00715949;-0.000203785;2.58569;99.5869;2472;2492;5000;
27110;0.0289945;-0.133493;10;10.0315;0.00887402;0.00774748;-0.000145899;0;105.436;2411;2546;5000;
27120;0.0274482;-0.136604;9.52586;9.64052;0.00912541;0.00724319;4.95616e-05;4.51657;97.7466;2516;2431;5000;
27130;0.014892;-0.135037;9.92771;9.84861;0.00931284;0.0065824;-0.000113244;0.717666;95.0368;2490;2472;5000;
27140;0.0213687;-0.137726;9.68812;9.773;0.00873211;0.00637046;-9.32392e-05;3.02156;98.6919;2506;2454;5000;
27150;0.021808;-0.141769;9.9881;10.1655;0.00945605;0.00685345;-0.000134104;0.118812;102.999;2449;2519;5000;
27160;0.016802;-0.140627;9.91716;10.1988;0.00894392;0.00661212;-9.85358e-05;0.82154;107.019;2439;2514;5000;
27170;0.0142005;-0.13959;9.50117;9.68365;0.00848008;0.00628431;-0.000161599;4.73948;94.0248;2518;2438;5000;
27180;0.00245944;-0.137719;9.8556;9.80056;0.008289;0.00665519;-3.9159e-05;1.42319;97.1282;2499;2457;5000;
27190;0.000489623;-0.131233;9.76172;10.1803;0.00864342;0.00596562;0.000186575;2.32603;108.656;2459;2499;5000;
27200;0.00241232;-0.132693;9.94029;10.0362;0.00827752;0.00570511;-0.000166055;0.593568;100.039;2480;2497;5000;
27210;0.00120249;-0.136233;10;9.90119;0.0089752;0.00571782;-0.00014782;0;101.611;2446;2505;5000;
27220;6.38913e-05;-0.141387;9.91263;10.0564;0.00849627;0.00632327;-0.000236377;0.866076;97.1765;2459;2496;5000;
27230;6.83922e-05;-0.156376;9.82318;10.1833;0.00844002;0.00654824;7.91286e-05;1.73691;100.781;2454;2500;5000;
27240;0.000334517;-0.154725;9.93175;9.8605;0.00841799;0.00656991;-0.000228785;0.677799;99.582;2474;2474;5000;
27250;0.00641006;-0.153985;9.74806;10.2851;0.00882954;0.0068517;-2.91025e-05;2.45591;101.696;2445;2515;5000;
27260;-0.0029165;-0.153519;9.76846;9.78758;0.00849893;0.00638087;-8.7874e-05;2.26176;98.3517;2503;2447;5000;
27270;-0.00304859;-0.15542;9.84757;9.79258;0.00896111;0.00650008;9.07222e-05;1.50103;101.353;2492;2455;5000;
27280;-0.00901063;-0.156582;10;9.8628;0.00906639;0.00676896;-8.87653e-05;0;103.352;2434;2516;5000;
27290;-0.00613713;-0.154769;9.86837;9.92379;0.00913579;0.00658173;1.08484e-05;1.29899;99.1117;2472;2474;5000;
27300;-0.00286095;-0.150184;9.98024;10.2227;0.00932833;0.00616123;0.000119205;0.197238;102.825;2427;2525;5000;
27310;-0.00970221;-0.15102;10;9.95266;0.00851619;0.00587117;-2.9938e-05;0;103.351;2435;2523;5000;
27320;-0.00725298;-0.145251;9.852;9.852;0.00946901;0.00621487;7.81556e-06;1.4581;98.0181;2488;2463;5000;
27330;-0.00330926;-0.149421;10;9.99601;0.00902937;0.00627145;-2.32077e-05;0;103.155;2438;2503;5000;
27340;-0.00401099;-0.148323;9.81681;9.90358;0.00883618;0.00604966;0.000289274;1.79838;96.656;2487;2465;5000;
27350;0.00149507;-0.142263;9.76808;10.0774;0.00885788;0.00624687;-4.54198e-05;2.2654;105.654;2469;2485;5000;
27360;-0.000289706;-0.144211;10;9.76944;0.00839987;0.00556756;9.30217e-05;0;99.009;2464;2500;5000;
27370;-0.000884994;-0.140461;10;9.8334;0.00822014;0.00544644;0.0001136;0;98.4252;2484;2479;5000;
27380;-0.00178462;-0.131242;10;10.048;0.00840611;0.00544409;-0.000156644;0;98.5577;2455;2512;5000;
27390;-0.0033641;-0.129558;10;9.85764;0.00833191;0.0049814;-3.51523e-05;0;110.907;2396;2562;5000;
27400;-0.000976127;-0.132688;10;9.65409;0.00817765;0.00502718;1.23551e-06;0;100.352;2505;2456;5000;
27410;0.00577615;-0.13146;9.85176;9.82029;0.00822383;0.00476579;0.000256208;1.4604;99.768;2489;2459;5000;
27420;0.00195945;-0.125656;9.80882;10.279;0.0083755;0.00477507;0.000145428;1.87527;103.574;2445;2514;5000;
27430;-0.000554464;-0.133453;10;10.0957;0.00877512;0.00537857;-5.16755e-05;0;98.5959;2421;2533;5000;
27440;0.00133793;-0.136468;9.91627;9.97994;0.0093724;0.00586863;2.18534e-05;0.83031;101.083;2474;2487;5000;
27450;-0.00815056;-0.132188;10;10.1864;0.0096608;0.00574637;-5.11583e-05;0;109.168;2392;2568;5000;
27460;0.00330047;-0.129136;10;10.0601;0.0100025;0.00540517;0.000147831;0;100.157;2441;2510;5000;
27470;-0.00402793;-0.136611;9.85329;10.0282;0.00903725;0.00579882;-3.97219e-05;1.44557;103.268;2471;2485;5000;
27480;-0.005259;-0.145828;9.7187;9.81422;0.00880653;0.00612688;-0.000155018;2.73387;93.5034;2502;2453;5000;
27490;-0.00900766;-0.142492;9.87728;10.0849;0.00935311;0.00583763;-0.000145264;1.21218;104.641;2465;2495;5000;
27500;-0.0166898;-0.135637;10;9.58962;0.00920771;0.0063248;-0.000131561;0;101.729;2487;2477;5000;
27510;-0.0226638;-0.139122;9.95969;9.80945;0.00896254;0.00623348;-0.000112553;0.401439;97.6215;2483;2471;5000;
27520;-0.0184094;-0.14618;10;10.2484;0.00896919;0.00647931;0.000243347;0;105.387;2401;2558;5000;
27530;-0.0158156;-0.155961;10;10.012;0.00944904;0.00652961;-4.62926e-05;0;104.585;2435;2511;5000;
27540;-0.0170577;-0.152385;10;9.97218;0.00896969;0.00645431;-0.000104097;0;105.444;2452;2509;5000;
27550;-0.0177027;-0.154925;9.99593;9.64244;0.00824528;0.00624104;0.000282939;0.0407166;101.287;2494;2454;5000;
27560;-0.00713428;-0.145427;10;9.70565;0.0081766;0.00564442;1.05955e-05;0;98.8537;2476;2473;5000;
27570;0.00156137;-0.149774;9.90887;10.101;0.00845295;0.00527526;2.65529e-05;0.902948;95.5068;2461;2501;5000;
27580;0.00203393;-0.152902;9.96788;9.89637;0.00841311;0.00547038;-3.29587e-05;0.320125;103.616;2474;2483;5000;
27590;0.00776052;-0.148627;9.6396;9.69293;0.00826326;0.00545044;6.79736e-05;3.47408;95.1784;2522;2434;5000;
27600;0.00562536;-0.14741;9.95997;9.94404;0.00873653;0.00568278;0.0001504;0.398718;100.796;2478;2488;5000;
27610;0.00787052;-0.150036;9.88723;9.75368;0.00929377;0.00541845;9.60092e-05;1.11495;95.6088;2497;2455;5000;
27620;0.00347802;-0.154116;10;9.89752;0.00982567;0.00538159;2.09201e-06;0;98.9252;2443;2511;5000;
27630;-0.00257581;-0.158928;10;10.0477;0.00938322;0.00545576;1.86751e-05;0;100.197;2433;2527;5000;
27640;0.00253656;-0.157272;10;10.187;0.0101781;0.00555241;0.000161026;0;100.88;2391;2561;5000;
27650;-0.00151708;-0.153683;10;10.1717;0.00997194;0.00578048;-0.000159865;0;109.791;2401;2548;5000;
27660;0.00599056;-0.152181;10;9.90599;0.00912575;0.00604102;-4.32886e-05;0;99.952;2422;2529;5000;
27670;0.0076779;-0.148534;9.92415;9.96393;0.00899559;0.00577371;-1.18597e-05;0.75273;99.5177;2469;2486;5000;
27680;0.0143515;-0.153856;9.86551;10.089;0.0100682;0.00562736;-0.000170304;1.32685;99.2639;2454;2494;5000;
27690;0.0125087;-0.148056;10;9.86508;0.00947072;0.00558345;6.68766e-05;0;103.871;2467;2486;5000;
27700;0.0165385;-0.153236;9.95995;9.93608;0.00891113;0.00600573;-0.000303046;0.398877;100.835;2474;2487;5000;
27710;0.0137344;-0.155765;10;9.662;0.00876096;0.00559901;-0.000197838;0;103.732;2468;2487;5000;
27720;0.00271035;-0.150578;9.69792;9.94288;0.00833631;0.00547531;0.000156919;2.92954;102.975;2476;2472;5000;
27730;0.00383309;-0.155985;9.96016;10.0402;0.0090963;0.00595266;3.2209e-05;0.396819;96.8659;2466;2500;5000;
27740;0.00875366;-0.154765;9.89927;9.75774;0.00869963;0.0062679;-0.000186582;0.997107;97.5982;2493;2457;5000;
27750;0.0114198;-0.15767;9.76434;10.0774;0.00872996;0.00599787;2.0207e-05;2.3011;100.442;2468;2486;5000;
27760;0.0162779;-0.162134;9.8096;9.9758;0.00847304;0.00659266;-9.44822e-05;1.86775;100.282;2475;2473;5000;
27770;0.0143961;-0.163623;10;9.40333;0.00922076;0.00705344;-0.000122956;0;97.2806;2514;2427;5000;
27780;0.0172559;-0.159107;9.85737;10.0485;0.00904184;0.0075149;0.000164646;1.40596;100.159;2460;2488;5000;
27790;0.0123713;-0.159696;9.71743;10.0326;0.00888954;0.00806446;-0.000243345;2.7459;100.57;2474;2476;5000;
27800;0.0107437;-0.162579;9.73777;10.1513;0.00921175;0.00826622;-9.72074e-05;2.55354;103.085;2455;2488;5000;
27810;0.0135578;-0.154449;9.73026;10.0901;0.00864176;0.00772214;8.52075e-05;2.62466;99.8281;2463;2489;5000;
27820;0.00801106;-0.151042;9.95649;10.182;0.00907261;0.00748811;-0.000122224;0.433233;100.412;2433;2517;5000;
27830;0.00320136;-0.146537;9.93205;9.94796;0.00952663;0.00697872;9.93773e-06;0.67484;100.438;2476;2485;5000;
27840;0.00374125;-0.14361;9.8833;9.76541;0.00954308;0.0065403;0.000174442;1.15338;96.9231;2503;2456;5000;
27850;0.0054355;-0.14469;9.82086;9.91559;0.00911918;0.00595634;0.000139095;1.75931;101.962;2487;2467;5000;
27860;0.00288867;-0.147526;9.76153;9.76248;0.00992738;0.00661414;-0.000175135;2.32787;101.594;2508;2456;5000;
27870;0.000351951;-0.142202;9.62774;9.88154;0.00908869;0.00596709;1.91363e-05;3.584;105.092;2490;2457;5000;
27880;0.00234779;-0.148424;9.97186;9.87659;0.00931981;0.00729302;0.000210684;0.280559;102.493;2472;2481;5000;
27890;0.00264238;-0.150374;10;9.89719;0.00951422;0.00756843;-0.000402367;0;105.09;2453;2503;5000;
27900;0.00372779;-0.157962;9.88871;10.0161;0.00939608;0.00784228;-0.00019042;1.10049;98.3894;2470;2488;5000;
27910;0.00558837;-0.156182;10;9.90488;0.00886631;0.0076227;0.000104572;0;103.518;2448;2499;5000;
27920;-1.96673e-06;-0.153515;10;9.96835;0.00861017;0.00745675;9.20923e-05;0;107.119;2430;2520;5000;
27930;-0.0010736;-0.157019;9.91587;9.88419;0.00812881;0.0074208;-7.91804e-05;0.834268;100.586;2467;2475;5000;
27940;-0.00506362;-0.156677;9.9317;9.84468;0.00782121;0.00740931;-0.000152773;0.67834;99.6573;2479;2472;5000;
27950;-0.015061;-0.155918;9.78926;9.85513;0.00826858;0.00746827;0.000213476;2.06295;103.561;2498;2462;5000;
27960;-0.012313;-0.149973;10;9.85524;0.00738592;0.00758763;6.06883e-05;0;94.7756;2441;2519;5000;
27970;-0.0115872;-0.149598;9.87065;9.66746;0.00753955;0.00734959;-0.000145941;1.27672;101.79;2507;2442;5000;
27980;-0.0118538;-0.138387;9.9476;9.79754;0.00748261;0.00706398;2.80285e-05;0.521237;96.3862;2493;2468;5000;
27990;-0.0102601;-0.139721;9.84325;9.7492;0.00763692;0.00676098;2.65859e-05;1.54295;98.3846;2506;2449;5000;
28000;-0.0167878;-0.148112;10;9.8215;0.00788922;0.00711498;9.21219e-06;0;105.129;2437;2531;5000;
28010;-0.0160034;-0.146877;9.85087;9.70226;0.00778596;0.00695994;3.44256e-05;1.46909;95.227;2511;2444;5000;
28020;-0.0109512;-0.155461;9.92905;10.2274;0.00794803;0.00695322;2.84585e-05;0.704466;107.135;2430;2519;5000;
28030;-0.0119301;-0.157651;9.96404;9.98799;0.00839882;0.00671709;-0.000209933;0.358276;104.405;2458;2494;5000;
28040;-0.00510477;-0.150216;9.45089;9.88401;0.00862138;0.00703515;8.06605e-05;5.18958;96.0926;2503;2444;5000;
28050;-0.00458144;-0.150216;9.90887;10.101;0.00916532;0.00715708;2.39392e-05;0.902948;99.7879;2434;2501;5000;
28060;0.00344365;-0.153154;9.69661;9.60721;0.00851852;0.00789687;-0.000231641;2.94188;95.7175;2517;2429;5000;
28070;-0.000217662;-0.153081;9.83523;10.2285;0.00904974;0.00803798;-0.000255813;1.62056;98.6014;2441;2507;5000;
28080;0.00139833;-0.142175;9.93304;10.2479;0.00941656;0.00790851;6.6899e-05;0.665072;102.62;2417;2522;5000;
28090;0.00756572;-0.1278;9.67168;9.75728;0.0100446;0.00669882;0.000151991;3.17543;91.2841;2512;2445;5000;
28100;0.0128421;-0.127052;9.50235;9.51389;0.00922917;0.00682745;-0.000239778;4.72883;96.3732;2539;2425;5000;
28110;0.0206658;-0.129553;10;9.78448;0.00924044;0.00632353;-0.000119635;0;103.911;2459;2497;5000;
28120;0.026106;-0.13797;9.60738;9.79617;0.0100143;0.00734258;-0.000241986;3.77204;101.548;2493;2447;5000;
28130;0.0303453;-0.131529;9.78817;9.80384;0.010084;0.00688535;-2.45593e-05;2.07343;97.2794;2498;2449;5000;
28140;0.0293347;-0.134284;10;10.0716;0.0095783;0.00704981;-0.000239366;0;99;2430;2531;5000;
28150;0.0218675;-0.137796;9.80268;10.0122;0.0100201;0.00724015;5.32306e-05;1.93423;96.1475;2479;2484;5000;
28160;0.0149816;-0.137962;9.7277;9.93106;0.00920692;0.00686599;-3.05991e-05;2.64882;102.469;2485;2465;5000;
28170;0.0170162;-0.139277;9.80237;10.0081;0.00880078;0.00717808;0.000190108;1.93723;98.0566;2477;2480;5000;
28180;0.0123538;-0.140273;9.91172;9.84848;0.00875507;0.00700093;-9.58853e-05;0.875031;101.572;2490;2470;5000;
28190;0.00792508;-0.144208;10;9.86894;0.00943027;0.00817565;0.000119831;0;103.517;2474;2485;5000;
28200;0.00999918;-0.140275;10;9.79576;0.00979395;0.00733596;0.000133524;0;101.765;2458;2494;5000;
28210;0.00386675;-0.143317;9.56315;9.5004;0.00924797;0.00720813;-8.43863e-05;4.1777;94.271;2538;2408;5000;
28220;0.0126982;-0.141323;10;10.2455;0.00916009;0.00780554;-0.000202459;0;105.091;2419;2546;5000;
28230;0.0148514;-0.136471;10;10.0356;0.0088377;0.00690129;-0.000198946;0;106.135;2424;2535;5000;
28240;0.0202253;-0.13842;10;9.70669;0.00934544;0.00662372;-7.10974e-05;0;101.244;2461;2482;5000;
28250;0.0211928;-0.129405;9.71395;9.71808;0.00993997;0.00557969;-6.02101e-06;2.77872;97.786;2525;2445;5000;
28260;0.0310922;-0.125547;9.76313;9.96352;0.0097323;0.00571908;1.08995e-05;2.31262;100.972;2479;2473;5000;
28270;0.0252412;-0.12534;9.80063;10.2007;0.00881159;0.00587567;0.000130974;1.95399;103.195;2453;2507;5000;
28280;0.030456;-0.12633;10;10.1281;0.00935693;0.00639923;8.79609e-05;0;105.188;2433;2530;5000;
28290;0.0214129;-0.128895;10;9.74097;0.0099195;0.00704048;-6.25119e-05;0;101.581;2483;2482;5000;
